,photoid,uid,unickname,datetaken,dateuploaded,capturedevice,title,description,usertags,machinetags,longitude,latitude,accuracy,pageurl,downloadurl,licensename,licenseurl,serverid,farmid,secret,secretoriginal,ext,marker
522,92875,34427466731@N01,striatic,2004-07-17 12:52:23.0,1090271443,NIKON+E950,Building+Proposal+%7Bnotes%7D,a+mural+on+queen+street,"canada,notes,ontario,outdoor,photo,queen,street,toronto,unfound",,,,,http://www.flickr.com/photos/34427466731@N01/92875/,http://farm1.staticflickr.com/1/92875_980aaa3a56.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,980aaa3a56,980aaa3a56,jpg,0
523,94158,34427466731@N01,striatic,2004-07-19 20:03:25.0,1090292605,,DJ+SEARS+PORTRAIT+STUDIO+STRIKES+AGAIN%21+%7Bnotes%7D,and+again%2C+and+again+and+again%21,"canada,dundas,erin,erin+sneath,montage,my+%27good%27+images,notes,ontario,outdoor,photo,portrait,street,sunglasses,toronto,unfound",,-79.38189,43.656244,16.0,http://www.flickr.com/photos/34427466731@N01/94158/,http://farm1.staticflickr.com/1/94158_e4ffc21a90.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,e4ffc21a90,e4ffc21a90,png,0
524,94352,36521980408@N01,sparklecorn925,2002-12-31 12:38:55.0,1090296888,FUJIFILM+FinePix2300,Museum+of+Anthropology%2C+UBC,Daunting+wooden+sculpture+of+a+bird+crushing+some+men+in+a+clamshell...,"moa,vancouver",,,,,http://www.flickr.com/photos/36521980408@N01/94352/,http://farm1.staticflickr.com/1/94352_3583b781a5.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,3583b781a5,3583b781a5,jpg,0
525,94902,41894166582@N01,ldandersen,2004-07-20 01:40:23.0,1090312823,,Bobby+in+the+Mission,My+little+brother+enjoying+an+excellent+Mexican+meal+at+Mariachi%27s+on+Valencia.,"california,mexican,mission_district,san_francisco",,,,,http://www.flickr.com/photos/41894166582@N01/94902/,http://farm1.staticflickr.com/1/94902_b7fd949b99.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,b7fd949b99,b7fd949b99,jpg,0
526,94913,35468134499@N01,matttrent,2004-07-20 01:42:45.0,1090312965,,Beach%2C+Dusk,Another+trip+down+the+beach+in+the+late+evening.+The+moon+was+peaking+through+the+clouds+but+the+sky+got+too+washed+out+in+this+exposure+for+it+to+show.+Yet+another+reason+to+move+to+high+dynamic+range+photography.,"beach,blue,english+bay,grey,ocean,outdoors,photo,printmeplease,printmeplease1,sunset,trees,vancouver,water",,-123.232204,49.279242,16.0,http://www.flickr.com/photos/35468134499@N01/94913/,http://farm1.staticflickr.com/1/94913_ea35114e6a.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,ea35114e6a,ea35114e6a,jpg,0
527,94932,48600103539@N01,mcmrbt,2004-07-20 01:53:48.0,1090313628,,beachprints,Footprints+in+the+sand%2C+Bretignolles-sur-Mer,"beach,footprints,france",,-1.890699,46.634947,16.0,http://www.flickr.com/photos/48600103539@N01/94932/,http://farm1.staticflickr.com/1/94932_bf37e8f706.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,bf37e8f706,bf37e8f706,jpg,0
528,94933,48600103539@N01,mcmrbt,2004-07-20 01:53:52.0,1090313632,,buoys,Buoys+on+Noirmoutier+Island%2C+in+the+Vendee,"buoys,fish,france",,-2.242584,46.999397,16.0,http://www.flickr.com/photos/48600103539@N01/94933/,http://farm1.staticflickr.com/1/94933_907196629f.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,907196629f,907196629f,jpg,0
529,94959,48600103539@N01,mcmrbt,2004-07-20 02:06:14.0,1090314374,,flag_ladies,Flags+on+a+fishing+boat%2C+Noirmoutier+Island,"france,noirmoutier,vendee",,-2.242584,46.999397,16.0,http://www.flickr.com/photos/48600103539@N01/94959/,http://farm1.staticflickr.com/1/94959_87f3c2e26a.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,87f3c2e26a,87f3c2e26a,jpg,0
530,94978,48600103539@N01,mcmrbt,2004-07-20 02:22:02.0,1090315322,,red_n_green,This+is+the+side+of+my+wife%27s+uncle%27s+house%2C+Auxelles-Bas,"auxelles-bas,catchycolors,france,green,red,shutters",,6.771043,47.736509,16.0,http://www.flickr.com/photos/48600103539@N01/94978/,http://farm1.staticflickr.com/1/94978_dd50b975ad.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,dd50b975ad,dd50b975ad,jpg,0
531,95070,35034346144@N01,yoz,2004-07-20 03:03:18.0,1090317798,,Mostly+Harmless+Productions,Elstree+Studios,,,,,,http://www.flickr.com/photos/35034346144@N01/95070/,http://farm1.staticflickr.com/1/95070_8268c02435.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,8268c02435,8268c02435,jpg,0
532,95191,44124306710@N01,dahon,2004-07-20 03:59:33.0,1090321173,,keys,finally%21+after+a+long+wait+%3A%29,"freedom,gratitude,keys,parents,project",,,,,http://www.flickr.com/photos/44124306710@N01/95191/,http://farm1.staticflickr.com/1/95191_b9d9f4e671.jpg,Attribution-NoDerivs License,http://creativecommons.org/licenses/by-nd/2.0/,1,1,b9d9f4e671,b9d9f4e671,jpg,0
533,95223,44124356053@N01,robholland,2002-04-24 13:55:27.0,1090322120,OLYMPUS+OPTICAL+CO.%2CLTD+C3030Z,Everglades+Overlook,South+Florida,"everglades,florida,stock,wetlands",,,,,http://www.flickr.com/photos/44124356053@N01/95223/,http://farm1.staticflickr.com/1/95223_685b2846c9.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,685b2846c9,685b2846c9,jpg,0
534,95228,48600104458@N01,gamy,2004-07-20 04:21:37.0,1090322497,,Kitchen,Done+by+me+with+Blender,"3d,blender,cuisine,infographie,kitchen",,,,,http://www.flickr.com/photos/48600104458@N01/95228/,http://farm1.staticflickr.com/1/95228_30aa066bc0.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,30aa066bc0,30aa066bc0,jpg,0
535,95229,48600104458@N01,gamy,2004-07-20 04:21:44.0,1090322504,,Flat,Done+by+me+with+Blender,"3d,appartement,blender,flat,infographie",,,,,http://www.flickr.com/photos/48600104458@N01/95229/,http://farm1.staticflickr.com/1/95229_9ebbb3afdd.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,9ebbb3afdd,9ebbb3afdd,jpg,0
536,95266,44124467742@N01,joncheng,2004-07-20 05:03:09.0,1090324989,,brooose,spitting+image+of+gavin,,,,,,http://www.flickr.com/photos/44124467742@N01/95266/,http://farm1.staticflickr.com/1/95266_2f2aab012b.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,2f2aab012b,2f2aab012b,jpg,0
537,95357,44124385307@N01,deVos,2004-06-05 19:48:37.0,1090329280,Hewlett-Packard+HP+PhotoSmart+C935+%28V03.67%29,Cuban+dress+%5BPhotoshopped%5D,%3Ca+href%3D%22http%3A%2F%2Fwww.roblog.com%2Fflickrfly.php%22%3EFly+to+this+location%3C%2Fa%3E+%0D%0A%28Requires+%3Ca+href%3D%22http%3A%2F%2Fearth.google.com%22%3EGoogle+Earth%3C%2Fa%3E%29%0D%0A%5Balthough+covered+by+the+only+cloud+in+Havana+%3A%28+%5D%0D%0A%0D%0AI+followed+the+same+procedure+as+the+last+one+%28only+no+RGB+curv+adjustment%29+on+the+girl+I+photographed+outside+Hotel+Nacional+in+Havana.+This+one+was+a+bit+more+work+though+%3A%29%0D%0A%28the+original+is+%3Ca+href%3D%22http%3A%2F%2Fwww.flickr.com%2Fphoto.gne%3Fid%3D63659%22+target%3D%22_blank%22%3Ehere%3C%2Fa%3E%29,"2004,black+and+white,bw,cuba,cutout,cutouts,dress,fashion,havana,interesting,masked,most-favorited,photoshop,top-v1111,top-v11111,top-v2222,top-v3333,top-v4444,top-v555,top-v5555,top-v6666,top-v777,top-v7777,top-v8888,top-v999,top-v9999,unfound,wow,yellow","ge%3Aheading%3D3.000000,ge%3Arange%3D394,ge%3Atilt%3D0.000000",-82.380434,23.143694,16.0,http://www.flickr.com/photos/44124385307@N01/95357/,http://farm1.staticflickr.com/1/95357_1d9dd310ba.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,1d9dd310ba,1d9dd310ba,jpg,0
538,95397,44124385307@N01,deVos,2004-06-17 21:12:28.0,1090330359,Hewlett-Packard+HP+PhotoSmart+C935+%28V03.67%29,Salud%21+%5BPhotoshopped%5D,Same+procedure+as+before...%0D%0A%0D%0A%28the+original+is+%3Ca+href%3D%22http%3A%2F%2Fwww.flickr.com%2Fphoto.gne%3Fid%3D63672%22+target%3D%22_blank%22%3Ehere%3C%2Fa%3E%29,"2004,beer,black+and+white,bw,cardenas,child,cristal,cuba,masked,photoshop,unfound,yellow",,,,,http://www.flickr.com/photos/44124385307@N01/95397/,http://farm1.staticflickr.com/1/95397_70e8852d85.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,70e8852d85,70e8852d85,jpg,0
539,95517,37996602718@N01,txkimmers,2004-07-20 07:09:41.0,1090332581,,Paper+Flower,This+fell+off+the+Paper+Tree.,flower,,,,,http://www.flickr.com/photos/37996602718@N01/95517/,http://farm1.staticflickr.com/1/95517_112023e785.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,112023e785,112023e785,jpg,0
540,95624,48889038283@N01,izik,2004-07-20 07:58:54.0,1090335534,,Bette+and+Mike+in+DC,Bette+and+Mike+in+front+of+the+Capitol.+April+2003.,"bette,capitol,dc,family,mike",,-77.014482,38.890398,15.0,http://www.flickr.com/photos/48889038283@N01/95624/,http://farm1.staticflickr.com/1/95624_b335afdc8e.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,b335afdc8e,b335afdc8e,jpg,0
541,95929,44124453892@N01,I.C.Pookie,2003-09-10 00:16:44.0,1090343169,Eastman+Kodak+Company+DC210+Zoom+%28V05.00%29,Skanking+the+night+away...,Sean+and+Alex+...mid+skank+%40+the+Stratford+%22SKA-FEST%22..,"alex,sean,ska,skank,tyaf",,,,,http://www.flickr.com/photos/44124453892@N01/95929/,http://farm1.staticflickr.com/1/95929_0648ff13f8.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,0648ff13f8,0648ff13f8,jpg,0
542,96227,34427466731@N01,striatic,2004-07-20 11:58:38.0,1090349918,,erin%27s+digital+doll,erin%27s+doll%3A+very+bohemian.%0D%0A%0D%0Amake+one+at+%3A+%3Ca+href%3D%22http%3A%2F%2Felouai.com%2Fdoll-makers%2Fcandybar-doll-maker.php%22%3Eelouai.com%2Fdoll-makers%2Fcandybar-doll-maker.php%3C%2Fa%3E%0D%0A%0D%0Asee+more+at+%3A+%3Ca+href%3D%22http%3A%2F%2Fflickr.com%2Fphotos%2Ftags%2Fdigitaldoll%2F%22%3Eflickr.com%2Fphotos%2Ftags%2Fdigitaldoll%2F%3C%2Fa%3E,"cg,digital+doll,doll,portrait,screenshot,snagged",,,,,http://www.flickr.com/photos/34427466731@N01/96227/,http://farm1.staticflickr.com/1/96227_39d3f48298.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,39d3f48298,39d3f48298,jpg,0
543,96297,44124472651@N01,Ben+McLeod,2004-02-28 13:21:21.0,1090350778,NIKON+E5700,Sand+Sucker,This+machine+sucks+sand+back+down+to+Palm+Beach.%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.geobloggers.com%22+rel%3D%22nofollow%22%3EGeoTagged%3C%2Fa%3E,"beach,florida,palm+beach,sand+sucker,singer+island",,-80.031602,26.773909,16.0,http://www.flickr.com/photos/44124472651@N01/96297/,http://farm1.staticflickr.com/1/96297_062dbd032a.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,062dbd032a,062dbd032a,jpg,0
544,96321,44124472651@N01,Ben+McLeod,2004-07-03 14:14:22.0,1090351473,NIKON+E5700,Vineyard+Beach+Scene,The+gang%2C+on+the+beach+during+the+4th+of+July+gathering.%0A%0A%3Ca+href%3D%22http%3A%2F%2Fwww.geobloggers.com%22+rel%3D%22nofollow%22%3EGeoTagged%3C%2Fa%3E,"beach,group+shot,marthas+vineyard",,-70.510436,41.348344,16.0,http://www.flickr.com/photos/44124472651@N01/96321/,http://farm1.staticflickr.com/1/96321_6385cf7311.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,6385cf7311,6385cf7311,jpg,0
545,96613,48889038283@N01,izik,2003-12-06 16:20:56.0,1090357230,Canon+PowerShot+A40,Ma+and+Pa+Kettle,Pete+and+Debra+at+the+Country+Cousin+Restaurant%2C+on+the+way+to+the+Wedin+family+Christmas+party.,"debra,family,pete",,-122.97306,46.725271,12.0,http://www.flickr.com/photos/48889038283@N01/96613/,http://farm1.staticflickr.com/1/96613_43b10ba9b4.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,43b10ba9b4,43b10ba9b4,jpg,0
546,96617,48889038283@N01,izik,2004-07-20 14:02:30.0,1090357350,,Jane%2C+Libby%2C+Wendy%2C+and+Mandi,Jane%2C+Libby%2C+Wendy%2C+and+Mandi+at+Libby%27s+house.,"family,friends,jane,libby,mandi,wendy",,-122.359199,47.637171,11.0,http://www.flickr.com/photos/48889038283@N01/96617/,http://farm1.staticflickr.com/1/96617_f1cd913a88.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,f1cd913a88,f1cd913a88,jpg,0
547,96618,48889038283@N01,izik,2003-04-27 13:42:55.0,1090357408,Canon+PowerShot+A40,Andrea+and+Owen+at+Third+Beach,Andrea+and+Owen+at+Third+Beach+on+the+Olympic+Peninsula+for+Andrea%27s+birthday+party.,"andrea,beach,friends,olympic+peninsula,owen,third,washington",,-124.593372,47.879512,12.0,http://www.flickr.com/photos/48889038283@N01/96618/,http://farm1.staticflickr.com/1/96618_6337c3b461.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,6337c3b461,6337c3b461,jpg,0
548,97091,48889043981@N01,RJ+Bailey,2004-07-20 16:32:43.0,1090366363,,Fountain+at+Columbus+Zoo,Taken+Sept+%2799+on+a+trip+with+a+church+group.%0D%0A%0D%0A%3Ca+href%3D%22http%3A%2F%2Fwww.geobloggers.com%22%3Egeotagged%3C%2Fa%3E%0D%0A%3Ca+href%3D%22http%3A%2F%2Fwww.roblog.com%2Fflickrfly.php%22%3EFly+to+this+location%3C%2Fa%3E+%28Requires+%3Ca+href%3D%22http%3A%2F%2Fearth.google.com%22%3EGoogle+Earth%3C%2Fa%3E%29,"columbus,columbus+ohio,fountain,ohio,rjbailey,ronbailey,zoo",,-83.122634,40.156262,16.0,http://www.flickr.com/photos/48889043981@N01/97091/,http://farm1.staticflickr.com/1/97091_0f485b1009.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,0f485b1009,0f485b1009,jpg,0
549,97142,48889043981@N01,RJ+Bailey,2004-07-20 16:51:09.0,1090367469,,Nelsonville+Public+Library,%3Ca+href%3D%22http%3A%2F%2Fwww.geobloggers.com%22%3Egeotagged%3C%2Fa%3E,"library,nelsonville,ohio,rjbailey,ronbailey",,-82.2337,39.4607,16.0,http://www.flickr.com/photos/48889043981@N01/97142/,http://farm1.staticflickr.com/1/97142_e783f6a2a6.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,e783f6a2a6,e783f6a2a6,jpg,0
550,97234,35034347309@N01,Josh+Mishell,2004-07-20 17:31:27.0,1090369887,,Larry+Keel+Experience%2C+Jeff+Austin%2C+Ross+Martin%2C+Noam+Pikelny,This+message+was+sent+using+Picture%2FVideo+Messaging+from+Verizon+Wireless%21+%0D%0A%0D%0ATo+learn+how+you+can+snap+pictures+with+your+wireless+phone+visit+%3Ca+href%3D%22http%3A%2F%2Fwww.verizonwireless.com%2Fgetitnow%2Fgetpix%22%3Ewww.verizonwireless.com%2Fgetitnow%2Fgetpix%3C%2Fa%3E%0D%0A%0D%0ATo+learn+how+you+can+record+videos+with+your+wireless+phone+visit+%3Ca+href%3D%22http%3A%2F%2Fwww.verizonwireless.com%2Fgetitnow%2Fgetflix%22%3Ewww.verizonwireless.com%2Fgetitnow%2Fgetflix%3C%2Fa%3E+%0D%0A%0D%0ATo+play+video+messages+sent+to+email%2C+QuickTime+6.5+is+required.+Visit+%3Ca+href%3D%22http%3A%2F%2Fwww.apple.com%2Fquicktime%2Fdownload%22%3Ewww.apple.com%2Fquicktime%2Fdownload%3C%2Fa%3E+to+download+the+free+player+or+upgrade+your+existing+QuickTime+Player.++Note%3A+During+the+download+process+when+asked+to+choose+an+installation+type+%28Minimum%2C+Recommended+or+Custom%29%2C+select+Minimum+for+faster+download.,"black,bluegrass,cameraphone,live+music,photos+i+took",,,,,http://www.flickr.com/photos/35034347309@N01/97234/,http://farm1.staticflickr.com/1/97234_b9b6580b4c.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,b9b6580b4c,b9b6580b4c,jpg,0
551,97330,44124427374@N01,ajschu,2004-06-08 12:01:15.0,1090371944,,Avalanche+Gorge,On+the+Trail+of+the+Cedars+at+Glacier+National+Park,"avalanchegorge,glaciernationalpark,gorge,landscape,water",,-113.814711,48.676985,16.0,http://www.flickr.com/photos/44124427374@N01/97330/,http://farm1.staticflickr.com/1/97330_1dc01f41b4.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,1dc01f41b4,1dc01f41b4,jpg,0
552,97520,44124442851@N01,lynn,2003-01-12 10:19:23.0,1090376341,EASTMAN+KODAK+COMPANY+KODAK+DX6340+ZOOM+DIGITAL+CAMERA,chicken+and+leek+soup,Chicken+and+leek+soup.%0A%0Aa+chicken+carcass+ie+the+remains+of+a+chicken+once+the+legs%2C+thighs%2C+%0Abreast+and+wings+have+been+cut+off%2C%0Awater%2C%0Apepper+corns%2C+about+7%0Abay+leaf%2C%0Agarlic%2C%0Aa+potato%2C%0Aone+large+leek%2C+or+two+smaller+leeks%0Asalt%2C%0Alemon+juice%0A%0ACover+the+chicken+carcass+with+water%2C+add+the+peppercorns%2C+the+bay+leaf+%0Aand+the+garlic.+Bring+to+the+boil%2C+and+simmer+gently%2C+skim+off+the+%0Ascum.%0ACook+for+a+bit.+Maybe+half+an+hour.%0ACut+the+potato+into+smallish+squares%2C+about+a+centimetre+square%2C+or+%0Ahalf+an+inch%2C+add+to+the+simmering+stock.+Let+it+cook+for+a+bit+more%2C+%0Amaybe+20+minutes+this+time.%0ACut+up+the+leek+into+3+cm+lengths%2C+make+sure+to+wash+the+soil+out+of+%0Athe+green.+Add+leek+to+the+stock.+Cook+it+a+bit+more.%0A%0APut+lemon+juice+in+a+big+bowl+with+salt+and+ground+pepper.++When+you+%0Athink+the+soup+is+ready+pour+it+into+the+bowl+and+serve.+It%27s+good+with+%0Abuttered+wholemeal+sourdough+toast.,"chicken,food,leek,soup",,,,,http://www.flickr.com/photos/44124442851@N01/97520/,http://farm1.staticflickr.com/1/97520_3cae6b65dd.jpg,Attribution-NonCommercial License,http://creativecommons.org/licenses/by-nc/2.0/,1,1,3cae6b65dd,3cae6b65dd,jpg,0
553,98225,44124449820@N01,MattGrommes,2004-07-20 22:43:54.0,1090388634,,Builders+Booksource,A+bookstore+devoted+to+architecture%2C+design%2C+home+repair.+I+could+spend+a+thousand+dollars+here+in+10+minutes.,"book,design,honeymoon,san+francisco,store",,,,,http://www.flickr.com/photos/44124449820@N01/98225/,http://farm1.staticflickr.com/1/98225_aa377b3eed.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,aa377b3eed,aa377b3eed,jpg,0
554,98244,44124449820@N01,MattGrommes,2004-07-20 22:48:43.0,1090388923,,Ghirardelli+Square,World+famous+Ghirardelli+Square.+Surprisingly+to+many+tourists%2C+they+don%27t+make+chocolate+here+anymore.,"ghirardelli,honeymoon,san+francisco,square",,-122.423298,37.806062,16.0,http://www.flickr.com/photos/44124449820@N01/98244/,http://farm1.staticflickr.com/1/98244_2f4d786ea0.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,2f4d786ea0,2f4d786ea0,jpg,0
555,98245,44124449820@N01,MattGrommes,2004-07-20 22:48:45.0,1090388925,,The+Golden+Gate,The+Golden+Gate+from+the+harbor+near+Fisherman%27s+Wharf,"gate,golden,honeymoon,san+francisco",,,,,http://www.flickr.com/photos/44124449820@N01/98245/,http://farm1.staticflickr.com/1/98245_af8ce777db.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,af8ce777db,af8ce777db,jpg,0
556,98302,35237094214@N01,plindberg,2004-07-20 21:12:34.0,1090392589,NIKON+E3100,Little+Red+Houses,Above+the+gas+station+on+Katarinav%C3%A4gen.,"stockholm,streetart,unfound",,,,,http://www.flickr.com/photos/35237094214@N01/98302/,http://farm1.staticflickr.com/1/98302_eeac3bc969.jpg,Attribution License,http://creativecommons.org/licenses/by/2.0/,1,1,eeac3bc969,eeac3bc969,jpg,0
557,98521,48889049014@N01,artsmouse,2004-07-21 02:09:52.0,1090400992,,The+Scream-by+Edvard+Munch,A+great+paiting+by+Edvard+Munch.%0D%0AI+love+it.,art,,,,,http://www.flickr.com/photos/48889049014@N01/98521/,http://farm1.staticflickr.com/1/98521_f429f14d52.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,f429f14d52,f429f14d52,jpg,0
558,98714,35468134499@N01,matttrent,2004-07-21 01:27:25.0,1090409627,NIKON+CORPORATION+NIKON+D70,Shy+FX+and+Onlookers,Shy+FX+on+decks+with+ragga+drum+and+bass+playing+for+a+crowd+at+the+Lotus+Sound+Lounge+on+Abbot+St+in+Vancouver.++Tuesdays+are+drum+and+bass.++Wednesdays+are+breakbeat.++I+can%27t+remember+the+rest+of+the+nights%2C+its+the+best+spot+for+techno+in+the+city%2C+hands+down.,"dj,lotus+lounge,orange,photo,shyfx,turntables,vancouver",,-123.106977,49.283231,16.0,http://www.flickr.com/photos/35468134499@N01/98714/,http://farm1.staticflickr.com/1/98714_e09ba9d3e8.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,e09ba9d3e8,e09ba9d3e8,jpg,0
559,99518,34427469121@N01,George,2004-07-16 20:31:06.0,1089919497,FUJIFILM+FinePix+S5000,The+gals,I+met+up+with+the+Fruit+gals+in+Bellingham%2C+WA.,"fruit,live+music,oregon,road+trip",,,,,http://www.flickr.com/photos/34427469121@N01/99518/,http://farm1.staticflickr.com/1/99518_73bd0ad55a.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,73bd0ad55a,73bd0ad55a,jpg,0
560,99525,34427469121@N01,George,2004-07-17 16:58:07.0,1090092344,FUJIFILM+FinePix+S5000,Velvet,Eden+Hall+is+a+great+little+venue.,"fruit,oregon,road+trip",,,,,http://www.flickr.com/photos/34427469121@N01/99525/,http://farm1.staticflickr.com/1/99525_d7fda74bf4.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,d7fda74bf4,d7fda74bf4,jpg,0
561,99535,34427469121@N01,George,2004-07-17 18:16:10.0,1090092655,FUJIFILM+FinePix+S5000,View+from+Depoe+Bay,We+stayed+on+the+beachfront+at+Depoe+Bay.+It+was+a+shame+we+couldn%27t+cancel+the+rest+of+the+tour+and+stay+there+for+weeks.,"fruit,gray,grey,oregon,road+trip,view",,-124.060287,44.80503,11.0,http://www.flickr.com/photos/34427469121@N01/99535/,http://farm1.staticflickr.com/1/99535_006466e35a.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,006466e35a,006466e35a,jpg,0
562,99587,34427469121@N01,George,2004-07-18 14:27:12.0,1090266554,FUJIFILM+FinePix+S5000,My+parking+spot,Actually%2C+it+isn%27t...+it+was+just+at+some+car+park+in+Eugene%2C+OR%2C+where+Sam+and+I+pulled+in+to+work+out+where+we+were.,"fruit,roadtrip,sign",,,,,http://www.flickr.com/photos/34427469121@N01/99587/,http://farm1.staticflickr.com/1/99587_253e5a3def.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,253e5a3def,253e5a3def,jpg,0
563,99588,34427469121@N01,George,2004-07-19 18:14:08.0,1090266558,FUJIFILM+FinePix+S5000,Seattle+Public+Library,I+went+for+a+whirlwind+tour+to+the+library+with+nice+American+lady%2C+before+the+Fruit+show+in+Seattle.,"architecture,escalator,fruit,green,library,road+trip,seattle,seattle+public+library",,-122.333664,47.607407,16.0,http://www.flickr.com/photos/34427469121@N01/99588/,http://farm1.staticflickr.com/1/99588_b48600d782.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,b48600d782,b48600d782,jpg,0
564,99598,34427469121@N01,George,2004-07-20 19:57:48.0,1090353277,FUJIFILM+FinePix+S5000,Jen,I+had+the+pleasure+of+attending+a+private+reading+of+a+new+book+by+Laura+Love.+The+fabulous+Jen+Todd+played+along+with+Laura.,"fruit,jen,jen+todd,roadtrip,seattle",,,,,http://www.flickr.com/photos/34427469121@N01/99598/,http://farm1.staticflickr.com/1/99598_72f22e6fb3.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,72f22e6fb3,72f22e6fb3,jpg,0
565,99602,34427469121@N01,George,2004-07-20 20:10:48.0,1090353292,FUJIFILM+FinePix+S5000,Afterwards,Laura+gathered+her+harshest+critics+around+for+a+run-though+reading.,"feet,fruit,road+trip,seattle",,,,,http://www.flickr.com/photos/34427469121@N01/99602/,http://farm1.staticflickr.com/1/99602_c07a3179b3.jpg,Attribution-NonCommercial-NoDerivs License,http://creativecommons.org/licenses/by-nc-nd/2.0/,1,1,c07a3179b3,c07a3179b3,jpg,0
566,99640,44124413076@N01,Drift+Words,2004-07-21 13:09:38.0,1090440578,,Blue+tree,You+know+what%3F+George+Melly+is+funny%2C+rude+and+lude%2C+too.,"blue,horsham,tree",,,,,http://www.flickr.com/photos/44124413076@N01/99640/,http://farm1.staticflickr.com/1/99640_5da52142cd.jpg,Attribution-NonCommercial-ShareAlike License,http://creativecommons.org/licenses/by-nc-sa/2.0/,1,1,5da52142cd,5da52142cd,jpg,0
567,100230,44124372363@N01,swanksalot,2004-07-21 18:39:23.0,1090461129,OLYMPUS+OPTICAL+CO.%2CLTD+C3040Z,Haymarket+Reconstruction,Haymarket+construction,"backhoe,chicago,construction,haymarket,mcdonagh,seth+anderson,swanksalot,west_loop",,-87.644151,41.88477,16.0,http://www.flickr.com/photos/44124372363@N01/100230/,http://farm1.staticflickr.com/1/100230_93fed29dcc.jpg,Attribution-ShareAlike License,http://creativecommons.org/licenses/by-sa/2.0/,1,1,93fed29dcc,93fed29dcc,jpg,0
